"C3L-02544-06","C3N-00518-01","C3L-00770-11","C3L-00586-03","93e30fd5-e57e-4503-a175-863c7d","C3L-00586-13","C3N-01179-05","C3N-01179-01","C3L-00583-06","C3N-03490-06","C3L-00981-06","C3L-02169-07","C3N-04176-09","C3N-01858-11","C3L-00136-13","C3N-01761-05","C3L-02809-04","C3L-01951-01","C3N-01505-01","C3N-03008-11"
990,2534,2128,3087,2144,952,763,737,1045,3096,673,3376,3528,858,939,896,967,906,2625,924
112,2738,329,275,1470,69,46,304,114,665,60,5667,13537,220,578,72,1412,348,2544,480
1609,1015,2317,2995,1489,426,778,1350,1383,1293,1350,1045,1389,360,591,1353,755,1106,1494,301
1538,1434,2710,2330,2107,1199,1019,2986,1488,1897,1230,1167,1933,1931,1335,2121,2121,2304,1699,2132
961,1535,748,2364,1756,448,657,1920,952,1125,584,1056,1101,896,407,1195,1114,1287,1793,674
2535,3252,2667,3363,5331,1013,1511,3087,2269,2469,2527,2276,3202,1663,958,5279,2861,2947,5907,930
2794,2059,3806,3975,2099,1797,2125,3695,3178,2381,2090,2254,2767,2117,1697,3387,1820,3560,2975,2286
4539,3562,9935,9155,7799,2732,2676,4706,3663,3922,3824,3587,4252,3713,2840,4355,3487,3777,4713,3540
1,6,74,13,17,16,4,9,2,11,11,6,17,39,15,8,10,4,652,25
359,347,2262,68,848,81,163,31,521,227,330,56,170,309,2879,305,284,36,271,1521
2446,1240,1596,4207,1307,724,1539,1050,2235,1298,1689,1006,1379,683,704,1782,1285,1171,2438,315
7183,6552,10249,15095,7207,6421,5476,10441,8255,5024,5146,5501,7725,6597,5314,9207,5398,12264,7629,4928
128,3783,1282,3229,2630,630,83,259,161,206,189,3450,2800,660,308,753,2065,271,1287,433
53,1544,2256,2302,6738,786,25,188,46,1257,36,185,416,4724,267,195,1851,376,3033,1515
1204,542,2612,1190,1558,556,565,781,718,874,944,696,933,1106,782,1204,544,520,990,713
3980,5192,5874,7404,4466,2511,2464,5706,3721,4702,3274,3590,4542,2857,2679,7027,2931,5786,4661,2561
10759,125824,2220,12506,14894,2435,6800,2328,15603,29035,9471,28328,53972,23670,989,134207,41327,1265,9956,2935
227,101,395,503,259,92,102,324,155,142,142,194,246,117,120,196,120,216,203,58
1623,1115,1493,2738,1573,512,1078,1743,1634,1777,1202,1129,1350,830,461,1854,1729,1775,1803,370
1943,1472,2406,1941,1743,1042,1413,3962,1621,3249,1540,1189,2804,2140,2457,4917,1554,3673,2042,921
2912,3558,3231,5263,4321,2107,2156,2734,3353,2446,2241,1819,2915,2127,4082,3361,4167,3256,2653,2006
119,39,181,104,116,28,91,189,84,121,129,73,131,36,93,147,44,80,82,15
300,2748,227,1338,2183,159,113,1198,186,256,201,3808,3229,300,89,426,836,1908,2119,93
888,1242,355,466,1800,145,469,2132,792,3424,375,615,1144,275,153,1508,1237,2022,393,1018
1,1,4,2,3,0,5,35,1,145,13,1,2,110,550,1,11,9,408,61
303,633,2248,2748,2650,1027,178,594,303,771,234,454,612,2138,239,733,706,603,988,985
1028,1556,1004,1635,1081,296,534,1447,869,1578,849,975,1189,464,300,1678,1104,1461,2571,373
84,139,241,115,204,34,42,89,82,32,108,205,535,209,28,89,462,90,48,7
3541,1059,3203,1026,1885,328,3075,689,4115,388,2699,1973,1808,55,414,3009,954,309,623,23
871,801,1041,1154,1448,560,747,1159,995,651,527,501,824,1063,961,882,887,997,1328,790
142,144,439,281,347,93,80,173,103,426,103,215,205,199,89,207,226,98,54,152
283,467,9981,26581,691,2777,325,192,215,73,527,798,400,8441,1062,5468,23,139,269,1
1747,1483,3256,5882,3568,1715,1206,1761,1277,2232,1168,1244,2188,1495,1277,3169,1021,1997,4286,1143
1345,179,3,0,1,0,875,2627,954,38,1066,3,16,0,3,7,381,2695,5,1
2142,3397,8250,11581,3753,3733,1848,2437,2458,1315,1408,4076,4421,3535,1982,2834,3280,4140,7532,4059
294,7761,441,671,3105,117,156,1203,169,457,207,8377,7223,403,132,406,2187,1314,1744,170
1,3337,0,0,3428,1,2867,6134,4332,4697,3870,4006,1,3203,0,0,2376,6043,3690,12
4506,4762,2534,3214,2250,891,2744,5181,4166,6881,4070,5370,8308,2367,1195,6026,4541,4767,2983,1309
872,1455,1601,2183,1798,743,624,1807,821,1084,698,784,1032,847,624,1220,1115,2267,2110,978
1506,4692,3993,5645,4481,2885,1111,3224,1813,2784,1348,1913,2960,3287,2411,4944,5343,3933,3764,5207
2772,887,313,739,707,142,1699,1299,1925,2195,2527,433,589,337,827,763,601,1107,981,240
2498,2370,1185,5227,2808,515,1700,1633,2377,2411,1742,1727,1713,677,467,2299,2130,2170,4007,371
3002,2534,2745,3450,3677,974,1489,1625,2338,2047,1576,3005,2978,979,1193,2987,2238,1826,2790,1028
56,132,8,6,5,4,46,9,26,42,29,20,30,35,12,22,145,1,410,4
125,283,48,22,36,10,95,90,56,131,112,113,176,45,385,148,725,22,439,74
4330,2088,3018,5579,4396,590,2280,1533,3593,2707,2906,1516,1698,1055,667,1551,1306,1757,1645,700
8945,9056,2708,6698,7551,498,6536,10051,6527,3049,5901,9605,9226,1084,1090,4596,8377,8777,6211,680
1847,3056,2511,3764,3829,1049,1234,3402,1703,1806,1429,2097,2724,1694,1294,2695,2718,3292,2115,961
1467,3326,3870,6703,2851,1658,1204,2907,1488,1279,1040,2011,2615,1663,1180,2672,2619,3321,3830,1684
436,411,505,600,308,207,353,664,403,311,288,228,391,171,189,437,252,544,626,73
3891,7584,5794,11359,7037,3033,3656,9921,5509,5691,4058,5376,7265,3945,3029,9162,6835,11134,5373,3659
865,601,702,1273,983,250,626,521,1024,1474,804,703,928,625,256,925,565,544,841,364
1402,956,1604,1439,1514,503,789,1446,1205,857,1113,1193,1820,1408,1233,1521,913,969,1471,768
2816,2413,1609,3176,1447,923,1797,3920,2508,1800,1608,1626,2373,1450,1131,2486,2646,3601,3313,1107
361,368,290,432,603,54,240,829,382,568,279,353,495,52,110,338,262,579,403,30
957,729,1804,7504,2282,896,356,1103,513,678,475,874,249,419,463,1731,1070,1266,856,249
665,341,779,344,523,225,485,540,723,418,512,519,827,860,450,486,797,657,402,714
810,7021,5638,2099,9377,1356,393,27,762,2252,851,25324,40074,2041,1715,853,17449,61,240,697
147,140,822,100,319,100,74,216,275,90,122,135,206,204,50,277,189,100,402,63
101,221,414,313,383,103,51,289,34,137,46,178,475,162,71,88,162,154,31,8
218,384,1581,1733,1956,298,105,596,196,517,143,619,763,1071,100,362,566,496,1340,246
2000,2862,2587,4471,2339,1377,1542,3490,2269,2597,1234,1744,2195,1852,1610,2792,2622,4552,2648,1575
111,71,993,355,336,142,88,132,117,107,89,128,153,169,108,222,90,128,130,69
635,281,978,636,854,212,477,385,588,448,791,465,445,249,147,469,335,250,291,275
3648,4180,9679,5981,7576,1481,1891,3135,2614,8400,2240,3173,4088,2277,1692,3382,3009,2613,2755,1460
2388,175,130,161,538,81,1434,60,1446,3991,2150,524,654,102,250,48,92,96,417,589
7615,4185,1960,6871,3438,1088,4776,4267,6715,11084,3503,2963,3175,1764,1700,3250,2981,4689,3903,806
5481,4494,4233,6881,5507,2487,4409,4642,6394,3762,3536,2564,3508,3298,2001,4056,3368,5216,4648,3928
1795,3494,332,707,1198,311,1130,3246,1514,547,1444,659,695,613,534,2093,4052,3865,889,366
1733,1188,1391,2180,928,781,1375,2028,1878,1500,1121,945,1391,1442,1165,1410,1187,2019,1096,1374
1968,608,5433,4064,3554,1405,1242,1489,1458,1543,1529,1681,1930,1448,1116,1420,1209,844,298,252
906,1287,1709,2215,1214,993,774,1417,1178,1021,778,852,1292,1176,1098,1347,863,2728,1983,1316
4533,6349,3990,5979,3287,2180,3698,6302,5568,3723,3606,3632,4964,2501,4449,7899,4692,6826,3978,2287
140,269,322,240,510,71,58,226,81,118,161,586,571,181,111,111,135,266,489,23
4473,1867,4,20,35,4,9675,84,19867,1,9204,9,21,11,7402,4,2428,364,112,0
456,2044,661,1293,1276,250,323,975,439,647,347,979,895,435,476,454,1154,1076,1463,323
1057,1069,4735,3018,1221,3011,866,1784,1329,777,962,737,1287,2448,2538,1698,1583,1550,1258,2531
191,298,9,17,22,3,72,10,77,32,44,11,15,1,4,41,621,2,8,1
1449,1012,1445,2711,1550,369,611,2716,998,1057,1086,747,1303,319,392,1640,1103,1364,942,298
14,7,157,19,8,84,4,10,4,6,9,14,6,154,209,9,10,11,4,89
4,0,0,1,1,25,6,13,9,7,9,1,2,0,2,32,4,2,889,0
3739,3987,2919,4505,7708,688,2375,5392,3618,3951,2851,2699,4024,1153,1145,5190,3542,4932,5922,734
1,236,6,7,0,0,0,0,0,50,0,0,0,106,5,18,170,0,1,0
10178,1093,1574,1582,751,395,7718,2473,8915,170,5686,738,810,88,313,471,700,1652,1287,5
18,1186,659,3612,239,1065,21,2,40,1064,21,599,492,123,805,868,430,4,50,15
0,7,0,0,2,0,0,0,1,4,1,1,2,2,9,8,14,0,3,2
1,4,17,107,5,68,0,5,3,1339,2,3,11,208,40,9,7,2,16,236
2008,2930,1407,2076,1700,594,1105,1600,1779,1126,1077,1157,1453,460,626,1930,1816,1584,2738,426
4051,8985,4789,10784,8335,3655,3081,3643,5060,3823,2580,6137,8401,4104,3014,5058,7240,7048,7097,8462
75,242,138,410,105,117,25,83,86,228,38,51,275,688,32,1233,289,57,102,10
48,1298,37,58,329,4,19,21,42,373,39,326,735,370,27,121,1383,18,745,1194
3881,4336,1694,4039,2187,821,2530,3627,4246,5540,3536,2489,3197,1864,1328,3448,3940,3588,3898,1996
6305,5213,4154,3123,4343,1786,3988,4504,5184,4724,5803,3503,5737,3578,3560,6801,4518,5318,9279,3207
1923,4571,191,479,423,196,1132,248,1864,672,1339,820,1479,411,14970,3068,2822,213,3263,1268
73,5631,811,621,2645,66,71,282,109,245,121,12102,5343,1245,169,185,1156,1127,5461,55
4080,4507,3201,4543,2512,2606,3682,7924,5159,2246,3518,3525,4755,4151,1394,6239,4357,13568,12593,3680
3249,5244,4776,5037,5023,1856,2198,5179,2965,2631,1872,3772,4270,2925,1653,4040,5472,6769,3753,2469
10,2,4,0,4,1,5,0,15,3,6,0,0,7,1,4,4,6,25,1
705,926,400,1522,1434,219,483,1067,793,778,611,663,848,458,237,1222,771,1134,821,325
334,40,31,714,34,2209,193,340,416,24410,206,263,395,90,19,615,61,213,2023,55
792,748,868,1859,1282,466,498,1265,688,930,651,769,860,687,485,1374,973,1078,982,384
160,177,182,136,118,66,135,121,140,119,123,115,149,29,18,281,64,138,483,15
106,1469,196,18,321,9,73,198,117,235,119,1081,1462,63,9,102,1200,174,86,1
5785,5661,3291,3742,2366,1136,2393,3779,3701,2403,4030,2514,4280,3183,2604,6311,8045,2861,6013,1424
13,5519,17,89,634,0,12,15,61,264,9,28998,11428,29,4,75,377,29,333,4
1804,42,100,446,1324,324,1913,4,1093,601,696,17,5,90,673,7,690,1248,12,11
1003,514,622,460,473,173,681,1319,845,567,757,798,1113,315,233,2351,404,1000,684,332
1225,2002,45,23,4,30,680,724,1153,11,1022,21,5,26,3,10,865,2089,195,1
360,1295,153,197,370,129,281,442,467,981,277,235,356,3609,486,1350,1425,631,574,4403
33139,56782,33712,61795,49521,11233,10508,45070,13052,13568,15086,104233,99855,8555,6975,21634,26484,61320,33141,3503
1763,1840,179,423,2199,111,802,1337,1379,470,1297,1110,3618,737,166,1191,1388,1588,594,100
907,1162,1155,1515,726,600,711,1327,1020,2016,727,900,1252,823,815,2034,1163,1556,797,504
831,519,2468,1184,957,285,443,641,611,644,625,545,747,231,270,949,537,479,2056,516
839,1707,752,538,558,183,363,2607,545,1141,503,636,1606,428,218,4468,2129,1649,995,230
4,3,24,14,4,4,3,0,6,1,1,2,3,0,5,6,2,0,7,0
831,664,1006,994,880,313,390,711,525,710,622,363,671,624,415,784,913,603,618,478
656,869,1242,2416,1055,600,489,879,612,827,489,361,659,668,387,1041,880,1018,800,952
2065,2314,513,811,11660,358,1228,2877,2076,3144,1665,2744,3738,1679,609,10688,3507,2717,6774,486
104,182,1808,229,704,262,54,522,39,164,84,459,509,445,296,115,184,405,137,350
1187,1801,2488,3335,3173,1359,865,2613,1496,1483,1023,1130,1807,1481,1077,2556,1858,2588,1318,818
427,301,1103,830,636,243,234,55,332,141,386,535,716,71,783,218,118,44,2818,33
1264,7637,1940,6504,6999,1192,1022,3173,1271,12374,891,5290,4918,3477,1315,1502,3127,3126,2059,2508
22,0,15,19,8,7,16,30,30,19,22,9,7,10,6,12,11,62,26,4
3289,14,43,33,27,9,2772,442,3134,12,1365,11,16,0,7,54,605,491,33,1
685,1777,2074,2953,1571,1400,575,1322,781,1135,496,978,1174,1355,2019,1324,1685,1306,2054,1349
219,98,2611,3590,984,2293,149,955,239,317,196,379,720,177,2581,194,322,816,4620,33
830,1340,927,1198,1064,290,528,1404,864,886,628,983,1199,481,1166,2090,657,1397,1511,201
3449,5127,5017,7668,3865,2430,2365,5463,3530,4405,2637,3558,4565,2993,2055,5342,4849,6156,4615,2923
421,391,32,14,146,22,428,150,573,453,593,161,353,962,3,1018,2229,86,1269,57
0,355,2,9,8,0,0,0,0,0,1,145,641,1,0,0,9,0,1,0
1911,1981,216,334,498,173,844,8421,2017,100590,1586,8179,14599,1198,245,31129,889,7081,8452,286
1879,2095,790,1732,2237,262,1266,2577,2005,2084,1281,1659,1988,554,514,2536,2360,3411,2835,547
0,1,0,1,0,0,0,2,0,0,1,1,0,4,0,0,0,0,1,2
53,160,2481,5983,178,884,200,43,193,868,124,266,783,76,517,138,35,11,50,45
1546,1134,2134,1083,800,289,1121,2696,2684,434,1902,1164,1298,517,438,1210,864,1120,578,116
4749,1819,4719,4359,3941,1559,3279,2773,3980,5279,3334,2772,4033,2246,1666,2843,3705,2566,3661,1776
638,299,627,694,704,195,423,564,520,471,589,305,461,176,267,443,301,440,286,66
1958,2270,2697,3609,2044,1327,1812,2368,2406,1298,1613,1305,1694,1172,2087,1827,1486,2436,1400,879
2785,1123,380,517,485,313,3465,307,4267,776,3359,568,671,644,295,324,847,529,777,76
4723,5402,1934,5274,4066,401,2708,4125,3875,7141,2856,6421,5584,634,771,4838,1794,4343,3638,665
11463,5713,5656,4482,4819,2607,9055,7262,13661,14665,7551,3868,5001,3574,4495,5701,6144,6893,6625,2091
3448,5625,3591,6503,4793,1950,2663,5204,3908,6312,2350,4197,5286,4340,1983,5558,5099,6179,4926,8086
2002,2640,3093,4761,2626,1180,1392,2316,1779,2080,1606,2340,2931,1983,1658,2394,1697,2614,2359,1429
1881,2202,1813,4641,1700,858,1175,818,1753,2723,1561,3039,4047,539,548,1123,1103,954,1739,197
920,5700,1454,7212,5641,1248,791,5551,938,897,932,6264,2743,1750,1455,1708,3036,9760,1759,409
5304,6714,9267,7715,4341,4383,4061,6429,5672,4731,3635,4461,7224,5451,6475,7108,7357,6316,9705,5426
441,935,538,917,725,375,381,759,536,921,317,564,719,571,941,605,602,788,1274,520
222,314,524,779,389,266,120,400,268,169,189,213,324,564,95,303,393,512,395,706
1789,1538,935,2093,1370,513,1465,1851,1777,1241,1007,1027,1403,885,438,1244,2521,3107,1158,1269
2421,1901,1705,5202,1941,1283,1965,1685,2639,2997,1657,1734,1973,2165,1581,2586,2450,2743,4366,2518
6636,67,67,252,67,59,5104,4645,5030,164,4623,64,94,158,930,82,748,3540,56,38
217,802,314,1001,1257,88,109,584,111,1070,133,528,959,286,113,309,649,595,904,114
660,1497,1015,1342,1696,227,280,1376,444,669,532,1250,2155,611,251,3242,971,1362,1839,206
658,945,1003,809,1025,430,763,1379,907,1424,453,736,801,777,604,577,1490,1611,1027,3319
5697,5582,5583,7113,4524,2572,4188,7487,6099,6630,4213,5647,7557,4273,2227,6998,5958,7655,4866,3230
632,1107,914,365,2427,300,298,2700,592,792,400,1713,3322,6011,458,2239,1204,2018,1019,5091
8,170,806,928,667,324,6,60,1,280,3,18,62,1945,95,44,192,74,613,734
1057,836,219,719,678,186,799,1161,1101,442,632,655,847,198,79,618,543,1541,504,232
3266,1379,1111,845,1823,492,2819,5619,4088,4715,3570,1902,2212,715,129,329,750,4670,1770,85
383,657,611,1295,615,383,332,661,425,1568,271,454,695,472,254,1241,570,746,835,443
1841,2478,2760,3359,3595,1093,1189,2737,1665,2392,1555,2550,2892,1908,1406,3803,2514,3036,3221,1615
74,613,18,29,267,20,37,31,93,9,46,2317,2573,44,2,555,202,20,50,240
955,1124,574,1544,1053,194,571,1509,746,314,680,1188,1420,283,186,505,552,1003,402,54
603,3138,2056,1922,6723,192,395,1542,343,598,553,3648,2650,1151,296,465,1588,2178,1189,891
978,1152,646,3049,1491,180,498,1614,864,1326,743,1391,1445,288,121,1746,783,1443,1320,79
1043,704,845,2790,911,318,624,670,934,633,707,626,619,195,253,795,1160,782,1006,326
2462,2772,4536,5100,2963,2266,1839,2876,2408,1700,1714,2617,4251,3123,2205,3626,3235,2875,3207,4141
4366,3397,4067,6332,4619,2025,2963,4229,3816,5582,3157,3563,4948,3250,2727,5107,3908,4129,3627,3905
4580,21014,8238,16161,11617,6011,2340,25289,4055,10318,3266,18453,20982,7328,3778,19605,13880,32251,31450,6084
164,173,319,261,375,50,90,134,110,107,154,156,183,94,107,310,103,107,92,27
858,2103,1124,2231,1033,905,436,1634,547,781,362,1209,1805,1699,573,1750,1243,1948,1828,703
577,1655,6086,6310,1948,1537,369,8465,628,442,483,1209,1054,1117,2451,932,1899,3816,3109,445
2215,15452,11773,21601,22109,11338,1110,2681,1827,16086,1687,25781,26231,22858,20981,30952,4791,2416,34521,57318
1,18,189,730,3,58,6,4,6,24,8,3,5,88,10,854,10,9,41,2
1624,2008,2045,1710,877,560,764,1574,1886,1320,1582,2619,2728,1724,578,4014,1270,1437,4329,1217
162,477,379,1011,2161,211,50,257,90,238,102,308,644,574,145,120,338,231,26,38
1671,2285,3269,6648,2833,1011,705,5128,1164,1355,966,2231,3950,1392,1134,2850,2669,5205,1328,431
1430,967,1030,1601,530,536,1016,842,1394,1384,944,520,636,445,830,722,746,1067,724,229
1098,1475,2186,2836,2522,779,607,4235,1195,3685,810,3264,3857,2133,441,2859,1327,4904,1065,1293
312,22,46,19,5,6,295,4,208,4,246,2,8,30,61,67,3,5,53,1
1648,8614,1659,6208,5304,1374,1147,4775,1781,3560,1097,6455,5891,3598,823,3545,4846,11224,6813,4204
869,745,905,1148,682,170,467,636,579,536,621,505,745,300,312,898,726,601,854,155
34,88,147,123,236,34,16,78,14,46,49,134,185,103,126,94,52,47,48,36
462,1247,857,1471,1576,487,356,985,531,933,333,891,1008,800,778,1120,1042,1054,454,579
649,1385,1451,1673,2559,235,280,2297,563,924,543,2823,2767,922,652,1206,1067,2132,2449,141
2510,4959,4049,5934,5539,2641,1806,4447,2708,3864,1760,3012,4343,3167,3187,4177,4516,4523,2426,4775
163,116,487,176,369,60,46,218,47,86,151,176,288,494,127,107,239,152,654,85
1606,1210,1718,2547,1891,624,794,1612,1168,1457,1531,1649,1898,793,1028,2046,1521,1653,1428,505
5922,3991,4540,6173,3385,1684,3978,5883,5350,4270,4226,5995,7674,2810,2418,9415,4291,6205,3558,2022
274,484,483,803,421,293,243,453,373,298,186,289,499,409,238,540,472,576,626,768
120,1939,1302,1539,2419,652,46,249,94,4265,72,217,345,2036,360,174,3255,292,737,2036
4501,8510,9219,15957,7838,5386,3362,7089,5324,6643,4102,6292,9082,7483,4755,10859,7737,9138,7860,6059
5013,6411,3606,6172,5477,1873,3586,6190,4894,3373,3117,3148,4788,2837,2963,3739,5088,6708,4790,5483
84,211,91,538,38,66,78,568,76,4453,62,44,55,61,48,29,54,1020,626,31
9,476,6,40,59,19,7,26,7,2,82,6,0,59,18,0,60,34,554,35
593,594,658,1094,606,239,398,682,526,675,448,366,492,198,257,622,556,571,664,154
2503,2533,2653,2623,2698,972,1974,2966,2741,3236,2094,2143,2974,1926,1208,3769,2160,3426,4402,1159
612,976,1889,3261,5743,737,291,181,545,540,351,422,490,765,512,332,1321,200,1146,505
2592,2878,4325,6640,5507,2283,1655,4174,2581,2299,1895,2458,3740,3005,1681,4126,2129,4609,4015,1730
414,480,524,1051,561,126,210,396,335,445,230,579,663,343,183,339,504,416,576,187
46,174,501,213,98,94,23,25,67,516,42,289,473,369,87,77,129,34,97,56
687,2696,5486,4148,4549,1880,521,1059,872,4379,565,1135,2117,2469,1668,643,2632,1135,1680,1182
8263,11485,3522,12594,12880,940,3491,6297,5045,10042,4212,28708,21571,2174,2544,3880,5632,8000,6545,1422
1992,2554,3944,3391,2496,1565,1473,2806,1873,1644,1709,1964,2909,1671,2072,4757,2331,3104,2982,1215
2627,3890,641,1184,3298,276,1510,5005,1923,2471,1923,7699,11234,2473,596,3918,2348,5321,4668,673
67,252,163,414,169,120,52,194,79,120,68,99,146,246,63,187,141,284,293,298
3636,4360,1650,4990,4571,586,2341,5942,3454,5689,2733,3878,4708,1038,733,5570,3814,5547,5467,1205
1516,1284,2355,2362,2138,663,777,1533,1122,1549,1176,1622,2018,639,754,2230,1002,1294,1826,662
1851,1966,2154,2656,2479,1037,1576,3058,2303,1671,2001,2029,3034,1705,1235,2576,2989,3487,2395,1450
1135,824,993,1927,1279,346,757,715,1121,773,830,532,701,284,2026,552,801,906,1253,258
2117,3185,2171,1539,2398,286,1201,1392,1633,1066,1478,6218,4557,333,458,1361,752,1231,1705,191
1887,1512,1878,2042,615,801,1816,2134,2466,639,1800,764,959,774,710,1790,1514,2980,1073,680
539,471,446,1272,624,142,372,610,530,352,413,380,480,241,122,440,370,544,700,95
1026,1314,1938,2124,1832,780,773,2090,1087,1479,1022,1115,1577,1310,667,1729,1110,2362,1344,1307
392,395,246,603,572,84,275,332,304,508,279,351,387,197,216,557,226,412,847,123
1619,2239,2050,3334,4201,357,814,1453,1116,1195,1152,1609,2021,812,897,1903,1722,1404,3354,676
510,116,192,206,116,126,329,758,708,496,354,91,112,132,105,724,119,581,219,183
908,4304,2316,2118,8424,835,629,1327,939,1088,553,1387,2179,1602,1130,1866,2378,1430,1892,730
2239,6559,7874,11722,7258,4530,1700,3289,2364,5512,1508,3075,3745,9250,2964,3995,5423,5305,6271,5310
1483,1566,1459,1722,2328,704,884,1991,1301,2172,1246,3354,4947,916,1401,4599,1691,2000,3540,1140
5893,2153,3697,4084,4010,1849,4090,3780,4451,3826,4310,3219,4766,2457,3329,4214,2971,3387,3016,2043
1852,3058,3658,3693,2050,1753,1368,3099,1940,2717,1648,2741,4160,2821,1567,3911,3351,3185,2426,2017
1678,4605,6389,11467,5579,5147,1452,3308,3523,3821,909,1582,2497,4303,1716,3347,4044,4996,10684,6318
88,999,2291,321,1620,124,50,144,53,50,73,170,271,439,660,308,305,77,5048,38
1388,593,1351,2455,1011,628,997,717,1041,1743,1131,1745,1305,710,297,596,684,697,793,374
24,96,211,51,114,47,5,7,25,71,8,182,57,53,34,437,44,11,13,147
5218,37892,18922,49160,32001,5189,1854,21281,2896,6722,3759,14673,14889,12564,8305,9119,29317,22731,24443,8374
381,608,351,623,529,151,275,423,328,390,234,483,681,303,230,605,437,638,643,405
5188,4734,7471,7368,8234,2560,3465,8362,4871,3655,3723,3701,6311,3810,2848,8285,7046,9375,6186,6374
904,624,700,1134,555,327,581,749,906,951,569,423,566,558,396,970,574,948,697,412
1934,2983,1151,2389,1714,670,1378,1857,2092,2536,1268,1512,2321,932,936,2866,2859,2836,3170,1270
51,1,206,198,2,77,23,288,70,4532,23,205,285,8,65,275,3,1406,2,1
5069,2354,8539,6326,3805,2924,4216,5314,5983,1811,3672,1404,2733,1625,4249,2124,2423,5774,1527,1938
1017,940,1393,3204,1973,848,642,1150,881,1047,684,500,668,836,1184,727,1159,1114,841,419
8294,18591,8326,14416,7790,3955,4023,7771,9488,9563,5485,7645,13574,7041,3110,28059,15926,9518,10160,5988
149,80,422,498,302,127,125,24,107,126,152,18,49,578,31,42,241,52,459,130
340,218,2071,1986,982,588,157,453,381,2436,196,2849,3116,385,480,339,1223,350,94,85
1262,2836,2022,2417,2609,939,699,2457,1124,2299,829,2177,2833,2038,786,2568,2886,2364,2829,1744
1469,2644,2226,3978,3554,1519,966,1406,1646,1433,1015,1442,1761,1838,1825,1653,2344,1347,1666,1848
80,35,44,32,71,8,85,15,214,21,199,46,98,69,28,17,41,27,11,13
2795,9581,4022,2509,5193,2390,1433,3041,2733,3659,2071,5114,8660,7780,1308,12758,8921,2789,5679,5181
3212,3576,3328,5178,5044,1767,2159,4483,3317,3080,2371,3221,4900,3498,984,4867,3352,4991,3477,3028
1549,3225,1616,3128,2539,1009,1292,1809,1838,3243,1126,1877,2533,1883,4505,2696,2613,2513,3117,4211
2771,3498,4148,5697,4464,2211,2300,3430,3090,5487,1856,2659,3188,2980,2909,3830,3304,3838,4259,2337
